,host_is_superhost
8351,No mencionado
8352,f
8353,No mencionado
8354,f
8355,f
8356,f
8357,f
8358,f
8359,f
8360,f
8361,f
8362,f
8363,f
8364,f
8365,f
8366,f
8367,f
8368,f
8369,f
8370,f
8371,f
8372,f
8373,f
8374,f
8375,f
8376,t
8377,f
8378,f
8379,f
8380,f
8381,f
8382,f
8383,f
8384,f
8385,t
8386,f
8387,f
8388,f
8389,f
8390,No mencionado
8391,No mencionado
8392,No mencionado
8393,f
8394,f
8395,f
8396,f
8397,f
8398,f
8399,t
8400,f
8401,f
8402,f
8403,f
8404,f
8405,t
8406,f
8407,f
8408,f
8409,f
8410,f
8411,f
8412,f
8413,f
8414,f
8415,f
8416,f
8417,f
8418,f
8419,f
8420,f
8421,f
8422,f
8423,f
8424,f
8425,f
8426,f
8427,f
8428,f
8429,f
8430,f
8431,f
8432,f
8433,f
8434,t
8435,f
8436,f
8437,f
8438,f
8439,f
8440,f
8441,f
8442,f
8443,f
8444,f
8445,f
8446,f
8447,f
8448,f
8449,t
8450,f
8451,f
8452,f
8453,f
8454,f
8455,f
8456,t
8457,f
8458,f
8459,t
8460,f
8461,f
8462,f
8463,f
8464,f
8465,f
8466,f
8467,f
8468,f
8469,t
8470,t
8471,f
8472,f
8473,f
8474,f
8475,t
8476,t
8477,f
8478,f
8479,f
8480,f
8481,f
8482,f
8483,t
8484,f
8485,f
8486,f
8487,f
8488,t
8489,f
8490,f
8491,t
8492,f
8493,f
8494,f
8495,f
8496,f
8497,f
8498,f
8499,f
8500,f
8501,f
8502,f
8503,f
8504,f
8505,f
8506,f
8507,f
8508,f
8509,f
8510,f
8511,f
8512,f
8513,f
8514,f
8515,f
8516,f
8517,f
8518,f
8519,f
8520,f
8521,f
8522,f
8523,f
8524,f
8525,f
8526,t
8527,f
8528,f
8529,f
8530,f
8531,f
8532,f
8533,f
8534,f
8535,f
8536,f
8537,f
8538,t
8539,f
8540,f
8541,f
8542,f
8543,f
8544,f
8545,f
8546,f
8547,f
8548,f
8549,f
8550,f
8551,f
8552,f
8553,f
8554,f
8555,f
8556,f
8557,f
8558,f
8559,f
8560,t
8561,f
8562,f
8563,f
8564,f
8565,f
8566,f
8567,f
8568,f
8569,f
8570,t
8571,f
8572,f
8573,f
8574,f
8575,f
8576,f
8577,f
8578,f
8579,f
8580,f
8581,f
8582,t
8583,f
8584,f
8585,f
8586,f
8587,f
8588,f
8589,f
8590,t
8591,f
8592,f
8593,f
8594,f
8595,f
8596,f
8597,f
8598,f
8599,f
8600,f
8601,f
8602,f
8603,f
8604,f
8605,f
8606,f
8607,f
8608,No mencionado
8609,f
8610,f
8611,f
8612,f
8613,f
8614,f
8615,f
8616,f
8617,f
8618,f
8619,f
8620,f
8621,f
8622,f
8623,f
8624,f
8625,t
8626,f
8627,f
8628,f
8629,f
8630,f
8631,f
8632,f
8633,f
8634,f
8635,f
8636,f
8637,f
8638,f
8639,f
8640,f
8641,f
8642,f
8643,No mencionado
8644,f
8645,f
8646,f
8647,f
8648,f
8649,f
8650,f
8651,f
8652,f
8653,f
8654,f
8655,f
8656,f
8657,f
8658,f
8659,No mencionado
8660,No mencionado
8661,t
8662,f
8663,f
8664,t
8665,f
8666,f
8667,f
8668,f
8669,f
8670,f
8671,f
8672,f
8673,f
8674,t
8675,f
8676,f
8677,t
8678,f
8679,f
8680,t
8681,f
8682,f
8683,f
8684,f
8685,f
8686,f
8687,f
8688,f
8689,f
8690,f
8691,t
8692,f
8693,f
8694,f
8695,f
8696,No mencionado
8697,f
8698,t
8699,f
8700,f
8701,f
8702,t
8703,f
8704,f
8705,No mencionado
8706,f
8707,f
8708,f
8709,f
8710,f
8711,f
8712,f
8713,f
8714,t
8715,f
8716,t
8717,f
8718,f
8719,f
8720,f
8721,f
8722,f
8723,f
8724,No mencionado
8725,f
8726,f
8727,f
8728,f
8729,f
8730,f
8731,f
8732,f
8733,f
8734,No mencionado
8735,f
8736,f
8737,f
8738,f
8739,f
8740,f
8741,f
8742,f
8743,f
8744,f
8745,f
8746,f
8747,f
8748,f
8749,f
8750,f
8751,f
8752,f
8753,f
8754,f
8755,f
8756,f
8757,f
8758,f
8759,f
8760,f
8761,f
8762,f
8763,f
8764,f
8765,f
8766,f
8767,f
8768,f
8769,f
8770,f
8771,f
8772,f
8773,f
8774,f
8775,f
8776,f
8777,f
8778,f
8779,f
8780,t
8781,f
8782,f
8783,f
8784,f
8785,f
8786,f
8787,f
8788,f
8789,f
8790,f
8791,f
8792,f
8793,t
8794,f
8795,f
8796,f
8797,t
8798,f
8799,f
8800,f
8801,t
8802,t
8803,t
8804,t
8805,f
8806,f
8807,f
8808,f
8809,f
8810,f
8811,f
8812,f
8813,t
8814,f
8815,f
8816,f
8817,f
8818,f
8819,f
8820,f
8821,t
8822,f
8823,f
8824,t
8825,f
8826,f
8827,f
8828,t
8829,t
8830,t
8831,f
8832,f
8833,f
8834,f
8835,f
8836,f
8837,f
8838,f
8839,f
8840,f
8841,f
8842,f
8843,t
8844,f
8845,f
8846,f
8847,f
8848,t
8849,f
8850,f
8851,f
8852,f
8853,f
8854,f
8855,f
8856,t
8857,f
8858,t
8859,f
8860,f
8861,f
8862,t
8863,f
8864,t
8865,f
8866,f
8867,f
8868,f
8869,f
8870,t
8871,f
8872,f
8873,f
8874,f
8875,f
8876,f
8877,f
8878,f
8879,f
8880,f
8881,f
8882,f
8883,f
8884,t
8885,f
8886,t
8887,f
8888,f
8889,f
8890,f
8891,f
8892,f
8893,f
8894,t
8895,f
8896,t
8897,f
8898,f
8899,t
8900,f
8901,f
8902,f
8903,t
8904,f
8905,No mencionado
8906,f
8907,t
8908,f
8909,f
8910,f
8911,f
8912,f
8913,f
8914,f
8915,f
8916,f
8917,f
8918,f
8919,f
8920,t
8921,f
8922,t
8923,f
8924,f
8925,f
8926,f
8927,f
8928,f
8929,f
8930,f
8931,f
8932,f
8933,f
8934,f
8935,f
8936,f
8937,f
8938,f
8939,f
8940,f
8941,f
8942,f
8943,f
8944,f
8945,f
8946,f
8947,f
8948,f
8949,f
8950,f
8951,f
8952,t
8953,f
8954,f
8955,f
8956,t
8957,f
8958,f
8959,f
8960,f
8961,f
8962,f
8963,f
8964,f
8965,t
8966,f
8967,t
8968,f
8969,f
8970,f
8971,No mencionado
8972,f
8973,f
8974,f
8975,f
8976,No mencionado
8977,f
8978,f
8979,f
8980,f
8981,f
8982,t
8983,f
8984,t
8985,f
8986,f
8987,f
8988,f
8989,f
8990,f
8991,f
8992,f
8993,f
8994,f
8995,f
8996,f
8997,No mencionado
8998,No mencionado
8999,f
9000,f
9001,f
9002,f
9003,f
9004,f
9005,f
9006,t
9007,t
9008,f
9009,f
9010,f
9011,f
9012,f
9013,f
9014,No mencionado
9015,f
9016,f
9017,f
9018,f
9019,f
9020,f
9021,f
9022,f
9023,f
9024,f
9025,f
9026,f
9027,f
9028,f
9029,f
9030,f
9031,f
9032,t
9033,f
9034,f
9035,f
9036,f
9037,f
9038,No mencionado
9039,f
9040,f
9041,f
9042,f
9043,f
9044,f
9045,f
9046,f
9047,f
9048,f
9049,f
9050,f
9051,f
9052,f
9053,f
9054,f
9055,f
9056,f
9057,f
9058,f
9059,f
9060,f
9061,f
9062,f
9063,No mencionado
9064,f
9065,f
9066,f
9067,No mencionado
9068,t
9069,f
9070,No mencionado
9071,No mencionado
9072,f
9073,No mencionado
9074,No mencionado
9075,No mencionado
9076,f
9077,No mencionado
9078,No mencionado
9079,No mencionado
9080,No mencionado
9081,No mencionado
9082,No mencionado
9083,f
9084,t
9085,f
9086,No mencionado
9087,f
9088,f
9089,f
9090,f
9091,f
9092,f
9093,f
9094,f
9095,f
9096,f
9097,f
9098,f
9099,f
9100,f
9101,f
9102,f
9103,f
9104,t
9105,f
9106,f
9107,f
9108,f
9109,f
9110,f
9111,t
9112,f
9113,f
9114,t
9115,t
9116,t
9117,f
9118,f
9119,t
9120,f
9121,f
9122,f
9123,f
9124,f
9125,f
9126,f
9127,f
9128,f
9129,f
9130,f
9131,f
9132,f
9133,f
9134,f
9135,f
9136,f
9137,No mencionado
9138,No mencionado
9139,f
9140,f
9141,f
9142,f
9143,f
9144,f
9145,f
9146,f
9147,f
9148,f
9149,f
9150,f
9151,f
9152,f
9153,f
9154,f
9155,f
9156,f
9157,t
9158,f
9159,t
9160,f
9161,t
9162,f
9163,f
9164,No mencionado
9165,f
9166,f
9167,f
9168,f
9169,No mencionado
9170,f
9171,f
9172,f
9173,f
9174,f
9175,f
9176,f
9177,f
9178,f
9179,f
9180,f
9181,t
9182,f
9183,f
9184,f
9185,f
9186,f
9187,f
9188,f
9189,t
9190,f
9191,f
9192,No mencionado
9193,f
9194,f
9195,f
9196,f
9197,f
9198,f
9199,f
9200,f
9201,f
9202,f
9203,No mencionado
9204,f
9205,f
9206,f
9207,f
9208,f
9209,f
9210,f
9211,f
9212,f
9213,f
9214,No mencionado
9215,f
9216,f
9217,f
9218,f
9219,f
9220,f
9221,f
9222,f
9223,f
9224,f
9225,f
9226,f
9227,f
9228,f
9229,No mencionado
9230,t
9231,No mencionado
9232,f
9233,f
9234,f
9235,f
9236,f
9237,t
9238,f
9239,f
9240,f
9241,f
9242,f
9243,f
9244,f
9245,f
9246,f
9247,f
9248,No mencionado
9249,f
9250,f
9251,f
9252,f
9253,f
9254,f
9255,f
9256,f
9257,f
9258,f
9259,f
9260,f
9261,f
9262,f
9263,f
9264,f
9265,f
9266,f
9267,f
9268,f
9269,f
9270,f
9271,t
9272,f
9273,f
9274,f
9275,f
9276,f
9277,f
9278,f
9279,f
9280,f
9281,f
9282,f
9283,f
9284,f
9285,f
9286,f
9287,f
9288,f
9289,t
9290,f
9291,f
9292,f
9293,f
9294,f
9295,f
9296,f
9297,t
9298,t
9299,f
9300,f
9301,f
9302,t
9303,f
9304,f
9305,f
9306,t
9307,f
9308,f
9309,f
9310,f
9311,f
9312,f
9313,f
9314,t
9315,f
9316,f
9317,f
9318,f
9319,f
9320,f
9321,f
9322,f
9323,f
9324,f
9325,f
9326,f
9327,f
9328,f
9329,f
9330,f
9331,f
9332,f
9333,f
9334,f
9335,f
9336,f
9337,f
9338,f
9339,t
9340,f
9341,f
9342,f
9343,f
9344,f
9345,f
9346,f
9347,f
9348,f
9349,t
9350,t
9351,f
9352,f
9353,f
9354,f
9355,f
9356,f
9357,f
9358,f
9359,f
9360,f
9361,f
9362,f
9363,f
9364,t
9365,t
9366,t
9367,f
9368,f
9369,f
9370,f
9371,f
9372,t
9373,f
9374,f
9375,t
9376,f
9377,f
9378,f
9379,f
9380,f
9381,f
9382,f
9383,f
9384,f
9385,f
9386,f
9387,f
9388,f
9389,f
9390,f
9391,f
9392,f
9393,f
9394,f
9395,f
9396,f
9397,t
9398,f
9399,f
9400,f
9401,f
9402,f
9403,f
9404,f
9405,f
9406,f
9407,f
9408,f
9409,f
9410,f
9411,f
9412,f
9413,f
9414,f
9415,f
9416,f
9417,f
9418,f
9419,f
9420,f
9421,f
9422,f
9423,f
9424,f
9425,f
9426,No mencionado
9427,f
9428,f
9429,f
9430,f
9431,f
9432,f
9433,f
9434,f
9435,f
9436,f
9437,f
9438,t
9439,f
9440,f
9441,t
9442,f
9443,f
9444,f
9445,f
9446,f
